season,team,srs,bradley_terry,games,total_margin
2018,ATL,-5.298644528337041,-0.8344800500774944,82,-447.0
2018,BKN,-3.6687409871665904,-0.630645258923824,82,-307.0
2018,BOS,3.235369359017588,0.6552497261786456,82,294.0
2018,CHA,0.06856183286430792,-0.25425282037970337,82,21.0
2018,CHI,-6.837930278136005,-0.676223651501001,82,-577.0
2018,CLE,0.5935800121198491,0.39454236988625707,82,77.0
2018,DAL,-2.7003296329982263,-0.8122262038932824,82,-249.0
2018,DEN,1.5715662888144684,0.24785535665863534,82,121.0
2018,DET,-0.25652601030139305,-0.09862032899417662,82,-12.0
2018,GS,5.78899736123218,0.8379954869877699,82,490.0
2018,HOU,8.209445121945132,1.2271848874062203,82,695.0
2018,IND,1.1792244752414074,0.3235935299221078,82,113.0
2018,LAC,0.15137720959976547,0.06561776320056274,82,3.0
2018,LAL,-1.4330941865521307,-0.2813301460866463,82,-127.0
2018,MEM,-5.811830602965456,-0.9308655517010398,82,-509.0
2018,MIA,0.15261928980475903,0.10205891149007389,82,39.0
2018,MIL,-0.4497767703524115,0.13092411079056576,82,-25.0
2018,MIN,2.347978616938254,0.3087422207210778,82,183.0
2018,NO,1.4818429125789274,0.3562613672747109,82,107.0
2018,NY,-3.5273828377738856,-0.5835571614655949,82,-292.0
2018,OKC,3.420403498116793,0.3419606343495188,82,280.0
2018,ORL,-4.915311468188319,-0.8066121184818169,82,-395.0
2018,PHI,4.298519323249077,0.5257147844940421,82,369.0
2018,PHX,-8.79736608216874,-0.9749239778201308,82,-768.0
2018,POR,2.6006337981143024,0.3962382579371889,82,213.0
2018,SA,2.8899198204872087,0.2975171636115411,82,237.0
2018,SAC,-6.5932476354444285,-0.6632554787670332,82,-573.0
2018,TOR,7.295568476007172,0.863202761457599,82,638.0
2018,UTAH,4.473703512301865,0.3779467189800936,82,353.0
2018,WSH,0.5308701119515705,0.0943866967451324,82,48.0
2019,ATL,-6.059083163502019,-0.6091276637593973,82,-494.0
2019,BKN,-0.39956279362643143,0.018515042165641607,82,-6.0
2019,BOS,3.8994890604438295,0.35329547766310176,82,364.0
2019,CHA,-1.3133618649056127,-0.11587809385868796,82,-90.0
2019,CHI,-8.315642657390455,-0.9675847332952532,82,-690.0
2019,CLE,-9.389371168850461,-1.1385376837225287,82,-788.0
2019,DAL,-0.8617579948605073,-0.339854007127834,82,-105.0
2019,DEN,4.197782160591018,0.6802322865553072,82,324.0
2019,DET,-0.5542820750544741,-0.0292575920200439,82,-20.0
2019,GS,6.422969348767663,0.8147851627975999,82,530.0
2019,HOU,4.965523000445234,0.6230299536774334,82,391.0
2019,IND,2.764403948203317,0.29536902352656597,82,273.0
2019,LAC,1.090654252884521,0.37038986140763236,82,70.0
2019,LAL,-1.3242087064736778,-0.14807752228592225,82,-141.0
2019,MEM,-2.08012423077604,-0.3342469653809469,82,-213.0
2019,MIA,-0.45018298565768267,-0.1148135830428572,82,-19.0
2019,MIL,8.045685603885723,0.9077344400114387,82,727.0
2019,MIN,-1.0192110173950897,-0.18688276466554324,82,-123.0
2019,NO,-1.0965517218734955,-0.36118617812602716,82,-109.0
2019,NY,-8.924009007634059,-1.2424540183271615,82,-755.0
2019,OKC,3.5593821551143052,0.418442569551137,82,279.0
2019,ORL,0.2780282088931855,0.012751649534080364,82,58.0
2019,PHI,2.257651150048601,0.4581561473868701,82,221.0
2019,PHX,-8.608938429158751,-1.0772975816746855,82,-766.0
2019,POR,4.435850488712847,0.6310845175427884,82,344.0
2019,SA,1.807831581985446,0.35921864848198065,82,138.0
2019,SAC,-0.8098415453848229,-0.06362603718332856,82,-92.0
2019,TOR,5.491034765371231,0.8086780321779335,82,499.0
2019,UTAH,5.287307324088023,0.4597809775740144,82,431.0
2019,WSH,-3.2974636868913616,-0.4826393655833075,82,-238.0
2020,ATL,-7.543923629809313,-0.772621762190931,67,-534.0
2020,BKN,-0.8480934179522798,-0.07504822968373213,72,-41.0
2020,BOS,5.993733215007427,0.662356238116815,72,454.0
2020,CHA,-6.873006104955782,-0.6065335703480558,65,-439.0
2020,CHI,-3.8415009336460146,-0.7344599716261568,65,-200.0
2020,CLE,-7.6123610979511644,-0.8563921166801077,65,-513.0
2020,DAL,5.034364246027868,0.3028149505880085,75,371.0
2020,DEN,2.5126953164018038,0.5525452551816871,73,154.0
2020,DET,-4.222383062028178,-0.8476632814073227,66,-235.0
2020,GS,-7.956345104797971,-1.0369133549861995,65,-566.0
2020,HOU,3.2924833529210087,0.46812837738963875,72,213.0
2020,IND,1.7945686905966907,0.4465439846343484,73,143.0
2020,LAC,6.817275234223443,0.7696200729600411,72,464.0
2020,LAL,6.442267449333836,1.0232601206738863,71,411.0
2020,MEM,-0.7489569056127099,-0.10803609248407403,73,-78.0
2020,MIA,2.7532354320565116,0.40858071190320905,73,215.0
2020,MIL,9.569847353353468,1.0787067141311946,73,736.0
2020,MIN,-3.854530938411497,-0.7513718394311933,64,-275.0
2020,NO,-0.387027253748296,-0.22577480560138186,72,-93.0
2020,NY,-6.556816530973112,-0.7326928578776912,66,-426.0
2020,OKC,2.485319718971525,0.4778224662588875,72,143.0
2020,ORL,-0.7678534417864006,-0.1377723266981675,73,-74.0
2020,PHI,2.415180440650466,0.38306097923154875,73,174.0
2020,PHX,0.7248390232505736,-0.08831087344740658,73,16.0
2020,POR,-0.4515408616783039,-0.023137634961283234,74,-85.0
2020,SA,-0.4907250659799914,-0.11093802595453059,71,-79.0
2020,SAC,-1.423812845064627,-0.21328706364178296,72,-147.0
2020,TOR,6.132672940372167,0.9630035049245896,72,449.0
2020,UTAH,2.6849486172142383,0.4576829992570514,72,178.0
2020,WSH,-5.074553835985385,-0.6731725682308889,72,-336.0
2021,ATL,2.141777777777778,0.24860389732616117,72,167.0
2021,BKN,4.235111111111114,0.6190835775126468,72,324.0
2021,BOS,1.3151111111111098,-0.011683813388459828,72,105.0
2021,CHA,-1.938222222222218,-0.16554492874338372,72,-139.0
2021,CHI,-0.9382222222222228,-0.2680619994808259,72,-64.0
2021,CLE,-8.19155555555556,-0.7526519752248064,72,-608.0
2021,DAL,2.2582222222222197,0.3253148608991365,72,163.0
2021,DEN,4.818222222222228,0.5952224165502579,72,355.0
2021,DET,-4.378222222222221,-0.8700548122986614,72,-322.0
2021,GS,1.0982222222222102,0.1711537204875436,72,76.0
2021,HOU,-7.501777777777766,-1.0264269566166422,72,-569.0
2021,IND,-0.1248888888888893,-0.11347106001078965,72,-3.0
2021,LAC,6.0182222222222235,0.5936490339308083,72,445.0
2021,LAL,2.764888888888891,0.3269323517136554,72,201.0
2021,MEM,1.0715555555555523,0.11782685275333066,72,74.0
2021,MIA,-0.058222222222217984,0.1954460106078558,72,2.0
2021,MIL,5.568444444444449,0.5105720223306733,72,424.0
2021,MIN,-5.248444444444457,-0.6754743527248439,72,-400.0
2021,NO,-0.19511111111110646,-0.242995786746957,72,-21.0
2021,NY,2.128444444444441,0.24669108945293358,72,166.0
2021,OKC,-10.128444444444446,-0.7328796805486114,72,-766.0
2021,ORL,-9.018222222222223,-0.8142344155971266,72,-670.0
2021,PHI,5.2751111111111095,0.6743284620002498,72,402.0
2021,PHX,5.671555555555557,0.8163376959554731,72,419.0
2021,POR,1.804888888888889,0.3276389786865912,72,129.0
2021,SA,-1.581777777777777,-0.13890260437087412,72,-125.0
2021,SAC,-3.44844444444444,-0.2416931855366044,72,-265.0
2021,TOR,-0.5382222222222259,-0.47895877128163367,72,-34.0
2021,UTAH,8.964888888888886,0.8778531361686542,72,666.0
2021,WSH,-1.8448888888888848,-0.11361976380575124,72,-132.0
2022,ATL,1.5544878647967997,0.09271285115908033,82,128.0
2022,BKN,0.819543106345902,0.1454099137171352,82,64.0
2022,BOS,7.019770907495657,0.46307135723252196,82,597.0
2022,CHA,0.5287049479207278,0.09761929169238447,82,36.0
2022,CHI,-0.3745155447213677,0.22839258662345727,82,-32.0
2022,CLE,2.0389980383576303,0.14202659360771927,82,174.0
2022,DAL,3.1233133910619975,0.5084988128520294,82,271.0
2022,DEN,2.1551527162509463,0.3219532302716159,82,189.0
2022,DET,-7.354831977199095,-0.8573405463314844,82,-633.0
2022,GS,5.518717002769386,0.5897635076230071,82,454.0
2022,HOU,-8.25843248046974,-1.0369819065428871,82,-695.0
2022,IND,-3.25605108040859,-0.7502542905443015,82,-285.0
2022,LAC,0.0875232723044102,0.06636205570811154,82,2.0
2022,LAL,-3.0819311396220708,-0.38029023703005443,82,-250.0
2022,MEM,5.367569925711708,0.7063827784322836,82,466.0
2022,MIA,4.234179501579958,0.5629595284110886,82,365.0
2022,MIL,3.217035484606333,0.4589002718577755,82,275.0
2022,MIN,2.5304669957375783,0.2388363827230761,82,216.0
2022,NO,-0.8363006600641147,-0.21414068399774086,82,-81.0
2022,NY,-0.00882166798853628,-0.17313684239839064,82,-10.0
2022,OKC,-7.8961725915587655,-0.8221652331702958,82,-664.0
2022,ORL,-7.665626706509739,-0.9066783211121706,82,-656.0
2022,PHI,2.565630347054981,0.46910799392511904,82,214.0
2022,PHX,6.940583298115171,1.1162497746995113,82,615.0
2022,POR,-8.55208983940802,-0.6620701618558101,82,-728.0
2022,SA,0.023691093601419903,-0.32400479339485044,82,10.0
2022,SAC,-5.259336878011362,-0.5096636731918273,82,-448.0
2022,TOR,2.374512227726943,0.33806416336756245,82,188.0
2022,UTAH,5.670579226914773,0.37057156030618704,82,495.0
2022,WSH,-3.2263487823909176,-0.2801559646398524,82,-277.0
2023,ATL,0.3170922701111472,0.009299884638430823,82,24.0
2023,BKN,1.030067228496879,0.21032088561098158,82,70.0
2023,BOS,6.379086304940661,0.7758933564401245,82,535.0
2023,CHA,-5.889517205123449,-0.6572557264137227,82,-512.0
2023,CHI,1.366403620432673,-0.028125337070488237,82,106.0
2023,CLE,5.231435592060569,0.4780413974054696,82,441.0
2023,DAL,-0.14263553558529543,-0.15291127442858385,82,6.0
2023,DEN,3.0429463485979085,0.5440692986542851,82,273.0
2023,DET,-7.728442125969018,-1.1864987558964473,82,-674.0
2023,GS,1.6555515888374637,0.1342616533778132,82,148.0
2023,HOU,-7.617232355083263,-0.920268717001911,82,-644.0
2023,IND,-2.905014167569038,-0.259719316213534,82,-261.0
2023,LAC,0.306827752318091,0.12439338762698211,82,41.0
2023,LAL,0.4268319326799518,0.08446375644843729,82,47.0
2023,MEM,3.600245377928773,0.44748402389678077,82,323.0
2023,MIA,-0.13342397934373934,0.158458944970167,82,-26.0
2023,MIL,3.610220255647974,0.8271577801806016,82,298.0
2023,MIN,-0.21844667381488192,0.03385889460047216,82,-3.0
2023,NO,1.6287231320004478,0.031775849579831705,82,155.0
2023,NY,2.9868400519362956,0.2984224062819424,82,240.0
2023,OKC,0.9612207738266554,-0.04863675979625937,82,89.0
